date,forecast,lower_ci,upper_ci,market,internal_class
2025-01-01,38.74715883844362,35.62124941601258,41.87306826087465,Nashville,A
2025-04-01,38.87575483143103,35.851136305648886,41.90037335721318,Nashville,A
2025-07-01,38.821898705496366,36.022767741680106,41.62102966931263,Nashville,A
2025-01-01,32.89045726566251,32.2113476948736,33.56956683645142,Northern New Jersey,A
2025-04-01,33.10988959720277,32.20994044319339,34.00983875121216,Northern New Jersey,A
2025-07-01,33.44526426053171,32.34806503936634,34.54246348169708,Northern New Jersey,A
2025-10-01,33.63106497022315,32.37659281896409,34.88553712148221,Northern New Jersey,A
2025-01-01,24.282348614673587,23.390115775523434,25.17458145382374,Northern New Jersey,O
2025-04-01,24.30462641930363,22.853649693997472,25.75560314460979,Northern New Jersey,O
2025-07-01,24.391713204276424,22.61995717998113,26.163469228571717,Northern New Jersey,O
2025-10-01,24.904308050384795,22.921947194916967,26.886668905852623,Northern New Jersey,O
2025-01-01,36.173707962451694,35.73496450128128,36.612451423622105,Northern Virginia,A
2025-04-01,36.262567438934795,35.463578451597655,37.061556426271935,Northern Virginia,A
2025-07-01,36.39048478854579,35.407404276918626,37.373565300172956,Northern Virginia,A
2025-10-01,36.24397089106632,35.08583951131507,37.402102270817565,Northern Virginia,A
2024-10-01,32.62073653486819,32.13331317773523,33.108159892001154,Northern Virginia,O
2025-01-01,32.71826635364152,31.906563375221726,33.529969332061306,Northern Virginia,O
2025-04-01,32.652792434241086,31.55027506777656,33.75530980070561,Northern Virginia,O
2025-07-01,32.7603170358379,31.414133138764708,34.10650093291109,Northern Virginia,O
2025-01-01,34.576159948857324,33.81420383700931,35.33811606070534,Philadelphia,A
2025-04-01,34.72179786817023,33.747780729284855,35.6958150070556,Philadelphia,A
2025-07-01,34.78435580859926,33.815988556333835,35.75272306086468,Philadelphia,A
2025-10-01,34.73714996212984,33.67883244465817,35.79546747960151,Philadelphia,A
2025-01-01,28.01276781487728,27.32826513053132,28.697270499223237,Philadelphia,O
2025-04-01,28.62209090312096,27.914881745769346,29.329300060472573,Philadelphia,O
2025-07-01,27.94035548243953,27.083865197498035,28.796845767381022,Philadelphia,O
2025-10-01,28.859860963017425,28.141730428341006,29.577991497693844,Philadelphia,O
2025-01-01,31.48245084680518,31.06853454744447,31.896367146165886,Phoenix,A
2025-04-01,29.52285472642412,28.31171508068598,30.733994372162265,Phoenix,A
2025-07-01,28.160735507953866,26.10512213216854,30.216348883739194,Phoenix,A
2025-10-01,26.726220084474832,23.7677188519602,29.684721316989464,Phoenix,A
2024-01-01,26.74441777370234,26.549108504381554,26.93972704302313,Phoenix,O
2024-04-01,27.101803937909892,26.708679776918483,27.4949280989013,Phoenix,O
2024-07-01,27.548409448446666,26.9147341175107,28.18208477938263,Phoenix,O
2024-10-01,27.586500986870583,26.748880132947658,28.424121840793507,Phoenix,O
2025-01-01,30.036022440936847,29.22388818582513,30.848156696048566,Salt Lake City,A
2025-04-01,30.5217600618884,28.954611568402413,32.08890855537439,Salt Lake City,A
2025-07-01,30.479679366538097,28.449735556484068,32.50962317659213,Salt Lake City,A
2025-10-01,30.499380814596208,28.0916622031749,32.90709942601752,Salt Lake City,A
2024-10-01,24.28273496537865,23.37799336768255,25.187476563074753,Salt Lake City,O
2025-01-01,24.33083663486718,23.020758001846342,25.640915267888015,Salt Lake City,O
2025-04-01,25.100415325099597,24.158173432049068,26.042657218150126,Salt Lake City,O
2025-07-01,24.411949999675283,23.966784944129856,24.85711505522071,Salt Lake City,O
2025-01-01,49.02539305067692,47.842931379740094,50.20785472161374,San Diego,A
2025-04-01,49.15546897160893,47.139690969193374,51.17124697402449,San Diego,A
2025-07-01,49.45946899670156,46.686156690069346,52.23278130333377,San Diego,A
2025-10-01,50.16305020759006,46.73933628569549,53.586764129484635,San Diego,A
2025-01-01,33.81646491103921,33.20526331943905,34.427666502639376,San Diego,O
2025-04-01,33.83713442786982,32.838122703878476,34.836146151861165,San Diego,O
2025-07-01,33.78502860539112,32.55663179125833,35.013425419523905,San Diego,O
2025-10-01,33.97666363608029,32.54299655802717,35.41033071413341,San Diego,O
2025-01-01,-151.34130204573884,-330056025.842888,330055723.1602839,San Francisco,A
2025-04-01,102.42862640369412,-392699005.94542646,392699210.8026793,San Francisco,A
2025-07-01,-182.56261740778626,-558610935.1078724,558610569.9826375,San Francisco,A
2025-10-01,138.15532252983965,-628671802.6531368,628672078.963782,San Francisco,A
2025-01-01,56.06856388811812,54.22112261767212,57.91600515856412,San Francisco,O
2025-04-01,53.93726073026548,50.11086505130416,57.7636564092268,San Francisco,O
2025-07-01,53.634447285449426,48.30148518039634,58.96740939050251,San Francisco,O
2025-10-01,52.90573587062441,46.39482776449584,59.41664397675299,San Francisco,O
2025-01-01,51.52469686205587,49.2059645852283,53.84342913888344,Seattle,A
2025-04-01,52.21622836148676,49.172909401452074,55.25954732152145,Seattle,A
2025-07-01,52.265264852361405,48.66600882789481,55.864520876828,Seattle,A
2025-10-01,51.8088514953694,47.705710533135424,55.91199245760338,Seattle,A
2025-01-01,36.40324165334078,34.6894006236972,38.11708268298435,Seattle,O
2025-04-01,36.79989262242913,35.06911881384218,38.53066643101607,Seattle,O
2025-07-01,36.63193944742749,34.72186754643685,38.542011348418136,Seattle,O
2025-10-01,37.49631382735387,35.34629040383396,39.646337250873785,Seattle,O
2025-01-01,55.130026868586185,53.8229820933124,56.43707164385997,South Florida,A
2025-04-01,55.751244085017646,53.29576380855207,58.206724361483225,South Florida,A
2025-07-01,56.214854523985856,52.901064650061464,59.52864439791025,South Florida,A
2025-10-01,57.52333304690115,53.64376964552659,61.40289644827571,South Florida,A
2025-01-01,37.56728838133139,36.37757271129949,38.75700405136328,South Florida,O
2025-04-01,37.20078185706019,36.159097683408966,38.24246603071142,South Florida,O
2025-07-01,37.77933184354436,36.550324174730264,39.00833951235846,South Florida,O
2025-10-01,38.368860907414785,37.05301371095561,39.68470810387396,South Florida,O
2024-10-01,33.86983631897932,32.2783819696991,35.46129066825954,Tampa,A
2025-01-01,34.46550864009063,31.927469052801168,37.0035482273801,Tampa,A
2025-04-01,35.023756525663856,31.749476060934185,38.29803699039353,Tampa,A
2025-07-01,35.16862172712011,31.343907721787524,38.9933357324527,Tampa,A
2025-01-01,25.952951055623103,25.412610389162822,26.493291722083384,Tampa,O
2025-04-01,26.038899602500326,25.412778439977885,26.665020765022767,Tampa,O
2025-07-01,26.221713428721714,25.575157807117844,26.868269050325583,Tampa,O
2025-10-01,26.329028664407897,25.688599953265243,26.96945737555055,Tampa,O
